Unnamed: 0,uid,sentence_text,tokens,profession,g,profession_first_index,g_first_index,predicted gender,stereotype,distance,num_of_pronouns,corpus,data_index,model_translations,gold
1432,1434,Japanese high school student Sekai Maihime confesses her romantic feelings to her classmate Midou while on a school train tour through France .,"['Japanese', 'high', 'school', 'student', 'Sekai', 'Maihime', 'confesses', 'her', 'romantic', 'feelings', 'to', 'her', 'classmate', 'Midou', 'while', 'on', 'a', 'school', 'train', 'tour', 'through', 'France', '.']",student,her,3,11,Female,1,8,2,wikipedia,15,"תלמידת תיכון יפנית, סאקי מאיהים, מתוודה על רגשותיה הרומנטיים בפני חברתה לכיתה מידו בזמן סיור ברכבת דרך צרפת.","תלמידת תיכון יפנית, סאקי מאיהים, מתוודה על רגשותיה הרומנטיים בפני חברתה לכיתה מידו בזמן סיור ברכבת דרך צרפת."
701,702,"The teacher , Gillian Gibbons , allowed her class to name a teddy bear Muhammad .","['The', 'teacher', ',', 'Gillian', 'Gibbons', ',', 'allowed', 'her', 'class', 'to', 'name', 'a', 'teddy', 'bear', 'Muhammad', '.']",teacher,her,1,7,Female,1,6,1,wikipedia,21,"המורה, ג'יליאן גיבונס, אפשרה לכיתה שלה לתת שם לדובי מוחמד.","המורה, ג'יליאן גיבונס, אפשרה לכיתה שלה לתת שם לדובי מוחמד."
885,886,"The dorm made headlines for its cost of $ 2.6 million , of which $ 1 million was donated by Florence Moore ( two other smaller nearby student houses are named after her husband , Robert S. Moore ) .","['The', 'dorm', 'made', 'headlines', 'for', 'its', 'cost', 'of', '$', '2.6', 'million', ',', 'of', 'which', '$', '1', 'million', 'was', 'donated', 'by', 'Florence', 'Moore', '(', 'two', 'other', 'smaller', 'nearby', 'student', 'houses', 'are', 'named', 'after', 'her', 'husband', ',', 'Robert', 'S.', 'Moore', ')', '.']",student,her,27,32,Female,1,5,1,wikipedia,1,"המעונות עשו כותרות בעלות של 2.6 מיליון דולר, מתוכם נתרמו 1 מיליון דולר על ידי פירנצה מור (שני בתי סטודנטים קטנים יותר בקרבת מקום נקראו על שם בעלה, רוברט מור).","המעונות עשו כותרות בעלות של 2.6 מיליון דולר, מתוכם נתרמו 1 מיליון דולר על ידי פירנצה מור (שני בתי סטודנטים קטנים יותר בקרבת מקום נקראו על שם בעלה, רוברט מור)."
786,787,"The author comments on the political and economic options in the wake of the coronavirus pandemic that started at the beginning of 2020 She revisits responses to the crises of the First World War , the Great Crash of 1929 , and the Second World War , sorting them into ' pessimistic ' and ' optimistic ' responses , and outlining their respective consequences","['The', 'author', 'comments', 'on', 'the', 'political', 'and', 'economic', 'options', 'in', 'the', 'wake', 'of', 'the', 'coronavirus', 'pandemic', 'that', 'started', 'at', 'the', 'beginning', 'of', '2020', 'She', 'revisits', 'responses', 'to', 'the', 'crises', 'of', 'the', 'First', 'World', 'War', ',', 'the', 'Great', 'Crash', 'of', '1929', ',', 'and', 'the', 'Second', 'World', 'War', ',', 'sorting', 'them', 'into', ""'"", 'pessimistic', ""'"", 'and', ""'"", 'optimistic', ""'"", 'responses', ',', 'and', 'outlining', 'their', 'respective', 'consequences']",author,She,1,23,Female,1,22,1,covid19,11,"המחברת מעירה על האפשרויות הפוליטיות והכלכליות בעקבות מגיפת הקורונה-וירוס שהחלה בתחילת שנת 2020 היא חוזרת על התגובות למשברים של מלחמת העולם הראשונה, להתרסקות הגדולה של 1929, ולמלחמת העולם השנייה, למיין אותם לתגובות פסימיות ואופטימיות, ולפרש את השלכותיהם בהתאמה","המחברת מעירה על האפשרויות הפוליטיות והכלכליות בעקבות מגיפת הקורונה-וירוס שהחלה בתחילת שנת 2020 היא חוזרת על התגובות למשברים של מלחמת העולם הראשונה, להתרסקות הגדולה של 1929, ולמלחמת העולם השנייה, למיין אותם לתגובות פסימיות ואופטימיות, ולפרש את השלכותיהם בהתאמה"
906,907,"Intreged , the female lawyer sent her assistant to the accident sight where she found a deli that had a camera inadverdently fixed toward the cross streets in question , but had been disabled 1 day after the accident .","['Intreged', ',', 'the', 'female', 'lawyer', 'sent', 'her', 'assistant', 'to', 'the', 'accident', 'sight', 'where', 'she', 'found', 'a', 'deli', 'that', 'had', 'a', 'camera', 'inadverdently', 'fixed', 'toward', 'the', 'cross', 'streets', 'in', 'question', ',', 'but', 'had', 'been', 'disabled', '1', 'day', 'after', 'the', 'accident', '.']",assistant,she,7,13,Female,1,6,2,wikipedia,2,"עורכת הדין שלחה את העוזרת שלה לזירת התאונה, שם היא מצאה מעדנייה עם מצלמה שלא הייתה מכוונת לרחובות הצלב המדוברים, אך היא נוטרלה יום אחד לאחר התאונה.","עורכת הדין שלחה את העוזרת שלה לזירת התאונה, שם היא מצאה מעדנייה עם מצלמה שלא הייתה מכוונת לרחובות הצלב המדוברים, אך היא נוטרלה יום אחד לאחר התאונה."
352,353,"At the age of fifteen , and still a student herself , Knight took over her mother 's teaching duties when Charlotte was diagnosed with cancer and became seriously ill .","['At', 'the', 'age', 'of', 'fifteen', ',', 'and', 'still', 'a', 'student', 'herself', ',', 'Knight', 'took', 'over', 'her', 'mother', ""'s"", 'teaching', 'duties', 'when', 'Charlotte', 'was', 'diagnosed', 'with', 'cancer', 'and', 'became', 'seriously', 'ill', '.']",student,herself,9,10,Female,1,1,2,wikipedia,10,"בגיל חמש עשרה, ועדיין סטודנטית בעצמה, נייט לקח על עצמה את חובות ההוראה של אמה כאשר שרלוט אובחנה עם סרטן ונעשתה חולה מאוד.","בגיל חמש עשרה, ועדיין סטודנטית בעצמה, נייט לקח על עצמה את חובות ההוראה של אמה כאשר שרלוט אובחנה עם סרטן ונעשתה חולה מאוד."
1490,1492,"The developer of taido created these team sports to supplement the single ones , since he wanted to emphasize interactivity and sociability amongst the practitioners .","['The', 'developer', 'of', 'taido', 'created', 'these', 'team', 'sports', 'to', 'supplement', 'the', 'single', 'ones', ',', 'since', 'he', 'wanted', 'to', 'emphasize', 'interactivity', 'and', 'sociability', 'amongst', 'the', 'practitioners', '.']",developer,he,1,15,Male,1,14,1,wikipedia,16,"המפתח של טאידו יצר ספורט קבוצתי זה כדי להוסיף את אלה בודדים, שכן הוא רצה להדגיש אינטראקטיביות וחברות בקרב הרופאים.","המפתח של טאידו יצר ספורט קבוצתי זה כדי להוסיף את אלה בודדים, שכן הוא רצה להדגיש אינטראקטיביות וחברות בקרב הרופאים."
1427,1429,"Grimsby manager Paul Groves managed to make Cooke 's switch to Blundell Park a permanent one , following his release from Manchester City at the end of the 2001â€“2002 season .","['Grimsby', 'manager', 'Paul', 'Groves', 'managed', 'to', 'make', 'Cooke', ""'s"", 'switch', 'to', 'Blundell', 'Park', 'a', 'permanent', 'one', ',', 'following', 'his', 'release', 'from', 'Manchester', 'City', 'at', 'the', 'end', 'of', 'the', '2001â€“2002', 'season', '.']",manager,his,1,18,Male,1,17,1,wikipedia,15,"גרימסבי מנהל פול גרובס הצליח להפוך את החלפתו של קוק לBlundell Park קבוע, בעקבות שחרורו ממנצ'סטר סיטי בסוף עונת 2001 € €2002.","גרימסבי מנהל פול גרובס הצליח להפוך את החלפתו של קוק לBlundell Park קבוע, בעקבות שחרורו ממנצ'סטר סיטי בסוף עונת 2001 € €2002."
283,284,"At a gate on the left , he observed that the guard was thin , and thither he led the first - rank men and spearmen of the second legion .","['At', 'a', 'gate', 'on', 'the', 'left', ',', 'he', 'observed', 'that', 'the', 'guard', 'was', 'thin', ',', 'and', 'thither', 'he', 'led', 'the', 'first', '-', 'rank', 'men', 'and', 'spearmen', 'of', 'the', 'second', 'legion', '.']",guard,he,11,17,Male,1,6,2,perseus,11,"בשער משמאל הבחין השומר כי היה דק, ושם הוביל את אנשי הדרגה הראשונה ואת אנשי החנית של הלגיון השני.","בשער משמאל הבחין השומר כי היה דק, ושם הוביל את אנשי הדרגה הראשונה ואת אנשי החנית של הלגיון השני."
559,560,"The airman , a German officer , identified himself as Captain Albert Horn .","['The', 'airman', ',', 'a', 'German', 'officer', ',', 'identified', 'himself', 'as', 'Captain', 'Albert', 'Horn', '.']",officer,himself,5,8,Male,1,3,1,wikipedia,3,"הטייס, קצין גרמני, הזדהה כקפטן אלברט הורן.","הטייס, קצין גרמני, הזדהה כקפטן אלברט הורן."
59,60,"He was a "" farmer boy , "" plain in his manners , and most modest in his desires ; but there dwelt in his manly , stalwart form as stout a heart as ever died for liberty ; yet withal a heart so tender , so affectionate !","['He', 'was', 'a', '""', 'farmer', 'boy', ',', '""', 'plain', 'in', 'his', 'manners', ',', 'and', 'most', 'modest', 'in', 'his', 'desires', ';', 'but', 'there', 'dwelt', 'in', 'his', 'manly', ',', 'stalwart', 'form', 'as', 'stout', 'a', 'heart', 'as', 'ever', 'died', 'for', 'liberty', ';', 'yet', 'withal', 'a', 'heart', 'so', 'tender', ',', 'so', 'affectionate', '!']",farmer,his,4,10,Male,1,6,3,perseus,15,"הוא היה ' איכר ', רגיל בנימוסיו, וצנוע ביותר בתאוותיו; אך שם שכן בצורתו הגברית, חסון לב כמו תמיד מת למען החירות; אך בלב כה רך, כה אוהב!","הוא היה ' איכר ', רגיל בנימוסיו, וצנוע ביותר בתאוותיו; אך שם שכן בצורתו הגברית, חסון לב כמו תמיד מת למען החירות; אך בלב כה רך, כה אוהב!"
671,672,"After a night of cheating , the president is confronted by his wife , Beth MacMann .","['After', 'a', 'night', 'of', 'cheating', ',', 'the', 'president', 'is', 'confronted', 'by', 'his', 'wife', ',', 'Beth', 'MacMann', '.']",president,his,7,11,Male,1,4,1,wikipedia,1,"אחרי לילה של רמאות, הנשיא מתעמת עם אשתו, בת' מקמאן.","אחרי לילה של רמאות, הנשיא מתעמת עם אשתו, בת' מקמאן."
976,977,"Unfortunately , the captain of the ship , Captain Samilin - Corrath - Gahar , reveals himself to be a traitor .","['Unfortunately', ',', 'the', 'captain', 'of', 'the', 'ship', ',', 'Captain', 'Samilin', '-', 'Corrath', '-', 'Gahar', ',', 'reveals', 'himself', 'to', 'be', 'a', 'traitor', '.']",captain,himself,3,16,Male,1,13,1,wikipedia,3,"למרבה הצער, קפטן הספינה, קפטן סמילין-קוראת-גאהאר, חושף את עצמו כבוגד.","למרבה הצער, קפטן הספינה, קפטן סמילין-קוראת-גאהאר, חושף את עצמו כבוגד."
478,479,The director was praised for his mature handling of the theme and for his realistic portrayal of Goans involved in the tourism industry and also his depiction of the way of life of Goan Christians .,"['The', 'director', 'was', 'praised', 'for', 'his', 'mature', 'handling', 'of', 'the', 'theme', 'and', 'for', 'his', 'realistic', 'portrayal', 'of', 'Goans', 'involved', 'in', 'the', 'tourism', 'industry', 'and', 'also', 'his', 'depiction', 'of', 'the', 'way', 'of', 'life', 'of', 'Goan', 'Christians', '.']",director,his,1,13,Male,1,12,3,wikipedia,6,הבמאי זכה לשבחים על טיפולו הבוגר בנושא ועל תיאורו הריאליסטי של גואנס בתעשיית התיירות ועל תיאור חייו של המשיחיים הגואנים.,הבמאי זכה לשבחים על טיפולו הבוגר בנושא ועל תיאורו הריאליסטי של גואנס בתעשיית התיירות ועל תיאור חייו של המשיחיים הגואנים.
1345,1347,The former president of Sierra Leone Ahmad Tejan Kabbah used State Lodge as his residence .,"['The', 'former', 'president', 'of', 'Sierra', 'Leone', 'Ahmad', 'Tejan', 'Kabbah', 'used', 'State', 'Lodge', 'as', 'his', 'residence', '.']",president,his,2,13,Male,1,11,1,wikipedia,14,הנשיא לשעבר של סיירה לאונה אחמד טג'אן Kabbah משמש המדינה Lodge כמגורים שלו.,הנשיא לשעבר של סיירה לאונה אחמד טג'אן Kabbah משמש המדינה Lodge כמגורים שלו.
1632,1634,"Ernest was the primary drummer on the two Allen Toussaint produced Patti LaBelle albums ( "" Nightbirds "" and "" Phoenix "" ) , most influentially in his contribution to the beat of "" Lady Marmalade "" .","['Ernest', 'was', 'the', 'primary', 'drummer', 'on', 'the', 'two', 'Allen', 'Toussaint', 'produced', 'Patti', 'LaBelle', 'albums', '(', '""', 'Nightbirds', '""', 'and', '""', 'Phoenix', '""', ')', ',', 'most', 'influentially', 'in', 'his', 'contribution', 'to', 'the', 'beat', 'of', '""', 'Lady', 'Marmalade', '""', '.']",drummer,his,4,27,Male,1,23,1,wikipedia,14,"ארנסט היה המתופף העיקרי של שני האלבומים של אלן טוסאנט (""ציפורי הלילה"" ו"" פיניקס""), שהשפיעו ביותר על תרומתו לקצב של "" ליידי מרמלדה"" (Lady Marmalade).","ארנסט היה המתופף העיקרי של שני האלבומים של אלן טוסאנט (""ציפורי הלילה"" ו"" פיניקס""), שהשפיעו ביותר על תרומתו לקצב של "" ליידי מרמלדה"" (Lady Marmalade)."
707,708,"For his design , the artist also relied on a life mask and hand casts made of Lincoln in 1860 by Leonard W. Volk .","['For', 'his', 'design', ',', 'the', 'artist', 'also', 'relied', 'on', 'a', 'life', 'mask', 'and', 'hand', 'casts', 'made', 'of', 'Lincoln', 'in', '1860', 'by', 'Leonard', 'W.', 'Volk', '.']",artist,his,5,1,Male,1,4,1,wikipedia,14,"על פי עיצובו, האומן נשען גם על מסיכת חיים ועל ליהוק של לינקולן בשנת 1860 על ידי לאונרד וו. וולק.","על פי עיצובו, האומן נשען גם על מסיכת חיים ועל ליהוק של לינקולן בשנת 1860 על ידי לאונרד וו. וולק."
1319,1321,"Name recognition played a role in both parties ' primaries : Farmer enjoyed high name recognition from his days as a basketball player , while the Democratic nominee , David Lynn Williams , had a name similar to that of Kentucky Senate President David L. Williams .","['Name', 'recognition', 'played', 'a', 'role', 'in', 'both', 'parties', ""'"", 'primaries', ':', 'Farmer', 'enjoyed', 'high', 'name', 'recognition', 'from', 'his', 'days', 'as', 'a', 'basketball', 'player', ',', 'while', 'the', 'Democratic', 'nominee', ',', 'David', 'Lynn', 'Williams', ',', 'had', 'a', 'name', 'similar', 'to', 'that', 'of', 'Kentucky', 'Senate', 'President', 'David', 'L.', 'Williams', '.']",Farmer,his,11,17,Male,1,6,1,wikipedia,14,"שם ההכרה שיחק תפקיד בבחירות המקדימות של שני הצדדים: פארמר נהנה מהכרת שם גבוה מימיו כשחקן כדורסל, בעוד שהמועמד הדמוקרטי, דייוויד לין ויליאמס, זכה לשם דומה לזה של נשיא הסנאט קנטקי דייוויד ויליאמס.","שם ההכרה שיחק תפקיד בבחירות המקדימות של שני הצדדים: פארמר נהנה מהכרת שם גבוה מימיו כשחקן כדורסל, בעוד שהמועמד הדמוקרטי, דייוויד לין ויליאמס, זכה לשם דומה לזה של נשיא הסנאט קנטקי דייוויד ויליאמס."
1070,1071,"The northern provinces remained loyal to the emperor , and hoping to avoid a civil war , Sun â€” proclaimed "" provisional president "" by his supporters â€” compromised with the monarchist general Yuan Shikai .","['The', 'northern', 'provinces', 'remained', 'loyal', 'to', 'the', 'emperor', ',', 'and', 'hoping', 'to', 'avoid', 'a', 'civil', 'war', ',', 'Sun', 'â€', '”', 'proclaimed', '""', 'provisional', 'president', '""', 'by', 'his', 'supporters', 'â€', '”', 'compromised', 'with', 'the', 'monarchist', 'general', 'Yuan', 'Shikai', '.']",president,his,23,26,Male,1,3,1,wikipedia,6,"הפרובינציות הצפוניות נשארו נאמנות לקיסר, וקיוותו להימנע ממלחמת אזרחים, סאן הכריזה ""נשיא זמני"" על ידי תומכיו.","הפרובינציות הצפוניות נשארו נאמנות לקיסר, וקיוותו להימנע ממלחמת אזרחים, סאן הכריזה ""נשיא זמני"" על ידי תומכיו."
121,122,"Following his graduation , the young artist studied painting at the Royal Munich Academy .","['Following', 'his', 'graduation', ',', 'the', 'young', 'artist', 'studied', 'painting', 'at', 'the', 'Royal', 'Munich', 'Academy', '.']",artist,his,6,1,Male,1,5,1,wikipedia,14,לאחר סיום לימודיו למד האמן הצעיר ציור באקדמיית רויאל מינכן.,לאחר סיום לימודיו למד האמן הצעיר ציור באקדמיית רויאל מינכן.
623,624,"The hero is a young German professor , who is so wrapped up in his search for a manuscript by Tacitus that he is oblivious to an impending tragedy in his domestic life .","['The', 'hero', 'is', 'a', 'young', 'German', 'professor', ',', 'who', 'is', 'so', 'wrapped', 'up', 'in', 'his', 'search', 'for', 'a', 'manuscript', 'by', 'Tacitus', 'that', 'he', 'is', 'oblivious', 'to', 'an', 'impending', 'tragedy', 'in', 'his', 'domestic', 'life', '.']",professor,his,6,14,Male,1,8,3,wikipedia,1,"הגיבור הוא פרופסור גרמני צעיר, אשר כל כך שקוע בחיפושו אחר כתב יד של טקיטוס שהוא מתעלם מטרגדיה קרובה בחייו המשפחתיים.","הגיבור הוא פרופסור גרמני צעיר, אשר כל כך שקוע בחיפושו אחר כתב יד של טקיטוס שהוא מתעלם מטרגדיה קרובה בחייו המשפחתיים."
1105,1106,"The union 's current president is actually Amos Adamu , but he was banned for three years from football activity by FIFA over vote - buying claims for the bids of the 2018 and 2022 FIFA World Cups .","['The', 'union', ""'s"", 'current', 'president', 'is', 'actually', 'Amos', 'Adamu', ',', 'but', 'he', 'was', 'banned', 'for', 'three', 'years', 'from', 'football', 'activity', 'by', 'FIFA', 'over', 'vote', '-', 'buying', 'claims', 'for', 'the', 'bids', 'of', 'the', '2018', 'and', '2022', 'FIFA', 'World', 'Cups', '.']",president,he,4,11,Male,1,7,1,wikipedia,8,"הנשיא הנוכחי של האיגוד הוא למעשה עמוס אדאמו, אך הוא הורחק במשך שלוש שנים מפעילות הכדורגל על ידי FIFA - קניית תביעות עבור הצעות המחיר של 2018 ו2022 גביעי העולם FIFA.","הנשיא הנוכחי של האיגוד הוא למעשה עמוס אדאמו, אך הוא הורחק במשך שלוש שנים מפעילות הכדורגל על ידי FIFA - קניית תביעות עבור הצעות המחיר של 2018 ו2022 גביעי העולם FIFA."
277,278,"He shows little emotion , though several times throughout the story he displays sadness and regret for what is necessary , and in the end he shows his love for his child and his former lover , Marisa Coulter , appearing particularly angry when he thinks that fate has brought him Lyra to use as his "" sacrifice "" to bridge worlds .","['He', 'shows', 'little', 'emotion', ',', 'though', 'several', 'times', 'throughout', 'the', 'story', 'he', 'displays', 'sadness', 'and', 'regret', 'for', 'what', 'is', 'necessary', ',', 'and', 'in', 'the', 'end', 'he', 'shows', 'his', 'love', 'for', 'his', 'child', 'and', 'his', 'former', 'lover', ',', 'Marisa', 'Coulter', ',', 'appearing', 'particularly', 'angry', 'when', 'he', 'thinks', 'that', 'fate', 'has', 'brought', 'him', 'Lyra', 'to', 'use', 'as', 'his', '""', 'sacrifice', '""', 'to', 'bridge', 'worlds', '.']",child,his,31,33,Male,1,2,7,wikipedia,20,"הוא מראה רגש קטן, אם כי מספר פעמים לאורך הסיפור הוא מציג עצבות וחרטה על מה שנדרש, ובסופו של דבר הוא מראה את אהבתו לילדו ולמאהבו לשעבר, מריסה קולטר, מראה כעס במיוחד כשהוא חושב שהגורל הביא לו את ליירה כ "" קורבן "" כדי לגשר על עולמות.","הוא מראה רגש קטן, אם כי מספר פעמים לאורך הסיפור הוא מציג עצבות וחרטה על מה שנדרש, ובסופו של דבר הוא מראה את אהבתו לילדו ולמאהבו לשעבר, מריסה קולטר, מראה כעס במיוחד כשהוא חושב שהגורל הביא לו את ליירה כ "" קורבן "" כדי לגשר על עולמות."
